id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W3163767046,Mitochondrial DNA as a Molecular Marker in Insect Ecology: Current Status and Future Prospects,2021,tier1,,,,mtDNA,Insects,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Phylogeny Inference|Species Delimitation|Population Structure Analysis,,,Insects,mtDNA|Nuclear Gene Sequences,Not Specified,Marine,Review / Survey
https://openalex.org/W3094193948,Diversity and evolution of the P450 family in arthropods,2020,tier1,,,Maximum Likelihood,mtDNA,Invertebrates,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis,Maximum Likelihood,,Invertebrates|Insects,Nuclear Gene Sequences|mtDNA,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3158172244,A phylogenomic framework for charting the diversity and evolution of giant viruses,2021,tier1,,,,Ecological / Environmental Variables,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,,Ecological / Environmental Variables,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3014787643,"Insights into phylogeny, age and evolution of Allium (Amaryllidaceae) based on the whole plastome sequences",2020,tier1,,,dN/dS Analysis,Fossil Record,Plants,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Divergence Time Estimation|Selection / Positive Selection Detection|Trait Evolution / Ancestral State Reconstruction,dN/dS Analysis,,Plants|Angiosperms,Whole Genome Sequence|Morphometric / Phenotypic Trait Data|Fossil Record,Not Specified|Single Location,Not Specified|Marine,Empirical Study
https://openalex.org/W3168051882,"A chromosome-level genome assembly of rugged rose (Rosa rugosa) provides insights into its evolution, ecology, and floral characteristics",2021,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records|Transcriptome (RNA-seq)|Whole Genome Sequence,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Adaptation Inference|Selection / Positive Selection Detection,,,Plants|Angiosperms,Whole Genome Sequence|Ecological / Environmental Variables,Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3200894609,The definition of sexual selection,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper|Review / Survey,Evolutionary Theory / Conceptual Analysis|Selection / Positive Selection Detection,,,,,Not Specified,Not Specified,Review / Survey|Evolutionary Theory / Conceptual Analysis
https://openalex.org/W3047696772,Roles of the gut microbiota in the adaptive evolution of mammalian species,2020,tier1,,,,Ecological / Environmental Variables,,Multiple Locations,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Phylogeny Inference|Eco-evolutionary Dynamics,,,Mammalia|Vertebrates,Ecological / Environmental Variables,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4220666315,Ancient genomes from the Himalayas illuminate the genetic history of Tibetans and their Tibeto-Burman speaking neighbors,2022,tier2,,,dN/dS Analysis,Ecological / Environmental Variables|Whole Genome Sequence,,Not Specified|Single Location,High-altitude|Marine,Empirical Study,Demographic History Inference|Adaptation Inference|Population Structure Analysis,dN/dS Analysis,,,Whole Genome Sequence|Ecological / Environmental Variables,Single Location,High-altitude,Empirical Study
https://openalex.org/W3107541694,ClipKIT: A multiple sequence alignment trimming software for accurate phylogenomic inference,2020,tier1,,,Bayesian Inference,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Phylogenetic Comparative Methods,Bayesian Inference,,,,Multiple Locations,Not Specified,Method / Model Paper|Resource / Dataset Paper|Empirical Study
https://openalex.org/W3089036867,Shaping brain structure: Genetic and phylogenetic axes of macroscale organization of cortical thickness,2020,tier2,STRUCTURE,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Trait Evolution / Ancestral State Reconstruction|Phylogenetic Comparative Methods,,STRUCTURE,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3010808207,Parasitic angiosperms: How often and how many?,2020,tier2,,,,,Angiosperms|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,,Angiosperms|Plants,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3106874121,Fitness variation across subtle environmental perturbations reveals local modularity and global pleiotropy of adaptation,2020,tier1,,,,Ecological / Environmental Variables|SNP Genotype Data,Model Organisms|Yeast,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Eco-evolutionary Dynamics,,,Yeast|Model Organisms,Ecological / Environmental Variables|SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3128142453,Causes and Consequences of Bacteriophage Diversification via Genetic Exchanges across Lifestyles and Bacterial Taxa,2021,tier2,,,,Occurrence / Distribution Records,,Multiple Locations,Temperate,Empirical Study,Gene Flow / Introgression Analysis|Adaptation Inference,,,,Occurrence / Distribution Records,Multiple Locations,Temperate,Empirical Study
https://openalex.org/W3003341178,Genomics in Bacterial Taxonomy: Impact on the Genus Pseudomonas,2020,tier2,,,,Nuclear Gene Sequences|Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Species Delimitation|Taxon,,,,Nuclear Gene Sequences|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3123998375,Comparative studies on speciation: 30 years since Coyne and Orr,2021,tier1,,,,Occurrence / Distribution Records,Drosophila|Model Organisms,Multiple Locations,Marine,Empirical Study|Method / Model Paper,Speciation|Gene Flow / Introgression Analysis|Phylogeny Inference,,,Drosophila|Model Organisms,Occurrence / Distribution Records,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4367173711,Insights into mammalian TE diversity through the curation of 248 genome assemblies,2023,tier1,,,,,Mammalia,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Macroevolutionary Pattern Analysis,,,Mammalia,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3107700078,Odorant Receptors for Detecting Flowering Plant Cues Are Functionally Conserved across Moths and Butterflies,2020,tier2,,,dN/dS Analysis,,Angiosperms|Insects|Plants,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Selection / Positive Selection Detection|Adaptation Inference,dN/dS Analysis,,Insects|Angiosperms|Plants,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3081667585,"Homoeologous Exchanges, Segmental Allopolyploidy, and Polyploid Genome Evolution",2020,tier1,,,,Whole Genome Sequence,Angiosperms|Plants,Multiple Locations,Freshwater,Empirical Study|Method / Model Paper,Macroevolutionary Pattern Analysis|Species Delimitation,,,Plants|Angiosperms,Whole Genome Sequence,Multiple Locations,Freshwater,Empirical Study|Method / Model Paper
https://openalex.org/W3045222827,Cross-Species Insights Into Genomic Adaptations to Hypoxia,2020,tier1,,,,Ecological / Environmental Variables|SNP Genotype Data,Vertebrates,Multiple Locations,High-altitude|Marine,Empirical Study|Review / Survey,Adaptation Inference|Selection / Positive Selection Detection,,,Vertebrates,Ecological / Environmental Variables|SNP Genotype Data,Multiple Locations,High-altitude|Marine,Empirical Study|Review / Survey
https://openalex.org/W3141469998,Prokaryotic taxonomy and nomenclature in the age of big sequence data,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis|Phylogeny Inference,,,,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3129995686,Ancient and recent introgression shape the evolutionary history of pollinator adaptation and speciation in a model monkeyflower radiation (Mimulus section Erythranthe),2021,tier1,,,,Nuclear Gene Sequences|Whole Genome Sequence,Plants,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Gene Flow / Introgression Analysis|Adaptation Inference|Phylogeny Inference|Species Delimitation,,,Plants,Nuclear Gene Sequences|Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3214389270,Segment number threshold determines juvenile onset of germline cluster expansion in <i>Platynereis dumerilii</i>,2021,tier2,,,Bayesian Inference,Ecological / Environmental Variables,,Multiple Locations,Marine,Empirical Study,Eco-evolutionary Dynamics,,,,Ecological / Environmental Variables,Multiple Locations,Marine,Empirical Study
https://openalex.org/W3159175200,Mapping single-cell atlases throughout Metazoa unravels cell type evolution,2021,tier1,,,,Transcriptome (RNA-seq),Model Organisms|Mouse,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Trait Evolution / Ancestral State Reconstruction|Phylogeny Inference|Evolutionary Theory / Conceptual Analysis,,,Mouse|Model Organisms,Transcriptome (RNA-seq),Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper
https://openalex.org/W3209545809,<scp>PANTHER</scp>: Making genome‐scale phylogenetics accessible to all,2021,tier2,,,Maximum Likelihood,,,Multiple Locations,Not Specified,Empirical Study|Protocol / Technical Note|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,Maximum Likelihood,,,,Multiple Locations,Not Specified,Resource / Dataset Paper|Empirical Study|Protocol / Technical Note
https://openalex.org/W4281774004,"Microsporidia: a new taxonomic, evolutionary, and ecological synthesis",2022,tier1,,,,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis|Trait Evolution / Ancestral State Reconstruction,,,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W4285726620,Genetics of adaptation,2022,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Selection / Positive Selection Detection,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4229447746,"What Is<i>N</i>e, Anyway?",2022,tier2,,,,,,Multiple Locations,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3042732083,Evolutionary Genomics of Structural Variation in Asian Rice ( <i>Oryza sativa</i> ) Domestication,2020,tier1,,,,SNP Genotype Data|Whole Genome Sequence,Plants,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Domestication|Phylogeny Inference|Adaptation Inference,,,Plants|Angiosperms,SNP Genotype Data|Whole Genome Sequence,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3195445434,Extensive phylogenies of human development inferred from somatic mutations,2021,tier2,,,,Whole Genome Sequence,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Demographic History Inference,,,,Whole Genome Sequence,Single Location|Not Specified,Not Specified,Empirical Study
https://openalex.org/W3190126839,PhyloFisher: A phylogenomic package for resolving eukaryotic relationships,2021,tier1,,,,Occurrence / Distribution Records,,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Protocol / Technical Note|Resource / Dataset Paper,Phylogeny Inference|Phylogenetic Comparative Methods,,,Yeast,Occurrence / Distribution Records,Multiple Locations,Marine,Method / Model Paper|Resource / Dataset Paper|Protocol / Technical Note|Empirical Study
https://openalex.org/W3011081894,Origin and Diversity of Plant Receptor-Like Kinases,2020,tier1,,,,,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Macroevolutionary Pattern Analysis|Trait Evolution / Ancestral State Reconstruction,,,Plants|Angiosperms,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3037808763,Exploring whole-genome duplicate gene retention with complex genetic interaction analysis,2020,tier2,,,,Whole Genome Sequence,Model Organisms|Yeast,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis,,,Yeast|Model Organisms,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3035248535,A high-coverage Neandertal genome from Chagyrskaya Cave,2020,tier2,,,,,,Not Specified|Single Location,High-altitude,Empirical Study,Demographic History Inference,,,,,Single Location,High-altitude,Empirical Study
https://openalex.org/W3129916067,Plant evolution driven by interactions with symbiotic and pathogenic microbes,2021,tier2,,,,Occurrence / Distribution Records,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Eco-evolutionary Dynamics,,,Plants,Occurrence / Distribution Records,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3096197416,"<i>Wolbachia</i>host shifts: routes, mechanisms, constraints and evolutionary consequences",2020,tier1,,,Maximum Likelihood,,Invertebrates,Multiple Locations,Marine,Empirical Study|Review / Survey,Gene Flow / Introgression Analysis|Biogeography,Maximum Likelihood,,Invertebrates,,Multiple Locations,Marine,Review / Survey|Empirical Study
